day,symbol_name,profit,volume,PnL/Lot,Coef
4/12/2021,GBPUSD,-125415.5962,7989.25,-15.698044,-4.85E-05
4/13/2021,GBPUSD,253719.2301,11656.41,21.766498,-0.00161
4/14/2021,GBPUSD,157808.7392,11440.95,13.793325,-0.00059
4/15/2021,GBPUSD,118727.2047,10261.38,11.570296,0.000211
4/16/2021,GBPUSD,80083.51705,9298.65,8.612381,-4.30E-04
4/19/2021,GBPUSD,-226315.5286,10161.26,-22.272388,-0.00051
4/20/2021,GBPUSD,-1362371.918,14330.11,-95.070583,-0.00096
4/21/2021,GBPUSD,-185771.4782,10633.79,-17.469922,-0.00077
4/22/2021,GBPUSD,-1665.358996,8566.53,-0.194403,0.00182
4/23/2021,GBPUSD,-383268.5045,12468.71,-30.738425,0.001122
4/26/2021,GBPUSD,120901.1012,7725.31,15.65,0.000585
4/27/2021,GBPUSD,39994.69297,9171.69,4.360668,0.001031
4/28/2021,GBPUSD,94092.65297,9733.09,9.667295,-0.00023
4/29/2021,GBPUSD,82804.79392,10998.46,7.528763,-0.00041
4/30/2021,GBPUSD,53897.69802,9223.11,5.843766,-0.00082
5/3/2021,GBPUSD,-189210.9488,12622.39,-14.990105,-0.00147
5/4/2021,GBPUSD,25208.94671,9556.49,2.637888,-0.00029
5/5/2021,GBPUSD,199286.9852,11945.92,16.682431,-0.00097
5/6/2021,GBPUSD,78709.85012,8385.12,9.386848,0.000279
5/7/2021,GBPUSD,243498.7867,11441.37,21.28231,0.00093
5/10/2021,GBPUSD,-32923.06913,10717.99,-3.071758,-0.00074
5/11/2021,GBPUSD,-848963.2041,13701.47,-61.961469,0.000692
5/12/2021,GBPUSD,116771.6874,12643.19,9.235936,-5.89E-05
5/13/2021,GBPUSD,195750.4522,17072.19,11.466042,-0.00031
5/14/2021,GBPUSD,74106.19788,12404.14,5.974312,-0.00068
5/17/2021,GBPUSD,25338.38581,10716.92,2.364335,-0.00044
5/18/2021,GBPUSD,-64172.62851,11427.28,-5.61574,0.00072
5/19/2021,GBPUSD,-727492.8871,11419.53,-63.706027,0.000632
5/20/2021,GBPUSD,26474.2794,12887.43,2.054271,-0.00013
5/21/2021,GBPUSD,-76520.23596,8842.29,-8.653894,0.001599
5/24/2021,GBPUSD,-216606.4421,10341.68,-20.944996,0.001847
5/25/2021,GBPUSD,-28956.45343,7771.45,-3.726004,-4.85E-05
5/26/2021,GBPUSD,53195.45797,9433.62,5.638923,-0.00161
5/27/2021,GBPUSD,197092.7138,8723.58,22.5931,-0.00059
5/28/2021,GBPUSD,-70337.28066,10676.99,-6.587744,0.000211
5/31/2021,GBPUSD,37843.70218,9760.6,3.87719,-0.00043
6/1/2021,GBPUSD,-23552.60377,7515.63,-3.133816,-0.00051
6/2/2021,GBPUSD,-194458.5649,12329.83,-15.771391,-0.00096
6/3/2021,GBPUSD,44177.20462,9899.85,4.462412,-0.00077
6/4/2021,GBPUSD,-26998.73723,11264.29,-2.396843,0.00182
6/7/2021,GBPUSD,12397.81651,8327.26,1.488823,0.001122
6/8/2021,GBPUSD,217719.028,8564.15,25.422141,0.000585
6/9/2021,GBPUSD,299814.1297,11227.98,26.70241,0.001031
6/10/2021,GBPUSD,268444.4378,11893.57,22.570552,-0.00023
6/11/2021,GBPUSD,41096.05734,12477.09,3.293721,-0.00041
6/14/2021,GBPUSD,367898.5245,9606.04,38.298667,-0.00082
6/15/2021,GBPUSD,225997.5225,9722.02,23.245943,-0.00147
6/16/2021,GBPUSD,-321117.4259,12871.57,-24.947806,-0.00029
6/17/2021,GBPUSD,21967.60561,14806.58,1.483638,-0.00097
6/18/2021,GBPUSD,-991050.4504,10558.66,-93.861385,0.000279
